id,observed_on,time_observed_at,captive_cultivated,longitude,latitude,iconic_taxon_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,,
274069744,2025-04-26T00:00:00,2025-04-26T21:53:00,False,113.5773663,22.18171507,Insecta,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,Cheilomenes sexmaculata,,,
274069888,2025-04-26T00:00:00,2025-04-26T22:04:00,False,113.5891863,22.1949686,Insecta,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Bumetopia,Bumetopia oscitans,,,
274070187,2025-04-27T00:00:00,2025-04-27T00:37:00,False,113.5983681,22.11532763,Insecta,Animalia,Arthropoda,Insecta,Mantodea,Nanomantidae,Tropidomantis,Tropidomantis gressitti,,,
274269609,2025-04-27T00:00:00,2025-04-27T08:31:44,False,113.5751645,22.12424523,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,,
274315902,2025-04-27T00:00:00,2025-04-27T09:52:52,False,113.5901556,22.18414748,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria sinensis,,,
274345671,2025-04-27T00:00:00,2025-04-27T10:43:04,False,113.5827056,22.12375278,Plantae,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cassytha,Cassytha filiformis,,,
274347185,2025-04-27T00:00:00,2025-04-27T10:45:34,False,113.582708,22.1237541,Plantae,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Desmos,Desmos chinensis,,,
274349251,2025-04-27T00:00:00,2025-04-27T10:49:04,False,113.5807417,22.1176305,Plantae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania micrantha,,,
274352697,2025-04-27T00:00:00,2025-04-27T10:55:15,False,113.582708,22.1237541,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mallotus,Mallotus paniculatus,,,
274359900,2025-04-27T00:00:00,2025-04-27T11:08:51,False,113.5557004,22.17627516,Plantae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus hypargyreus,,,
274363277,2025-04-27T00:00:00,2025-04-27T11:14:57,False,113.5957553,22.08667735,Reptilia,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,Centrochelys sulcata,,,
274364331,2025-04-27T00:00:00,2025-04-27T11:16:29,False,113.571525,22.12059717,Plantae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola taccada,,,
274366865,2025-04-27T00:00:00,2025-04-27T10:07:22,False,113.5702851,22.10435355,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia azalea,,,
274367755,2025-04-27T00:00:00,2025-04-27T11:21:50,False,113.5715117,22.1202195,Plantae,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Muehlenbeckia,Muehlenbeckia adpressa,,,
274378530,2025-04-27T00:00:00,2025-04-27T11:43:18,False,113.5714632,22.20047085,Plantae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus hypargyreus,,,
274385618,2025-04-27T00:00:00,2025-04-27T11:52:50,False,113.5511055,22.14250756,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea intermedia,,,
274407902,2025-04-27T00:00:00,2025-04-27T12:43:31,False,113.572245,22.182215,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Cyrestis,Cyrestis thyodamas,,,
274413858,2025-04-27T00:00:00,2025-04-27T12:57:26,False,113.5739064,22.10909557,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Caryopteris,Caryopteris incana,,,
274417069,2025-04-27T00:00:00,2025-04-27T13:03:31,False,113.570217,22.180291,Plantae,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,Dicranopteris,Dicranopteris pedata,,,
274419638,2025-04-27T00:00:00,2025-04-27T10:56:42,False,113.5814284,22.11729579,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia azalea,,,
274425446,2025-04-27T00:00:00,2025-04-27T13:18:56,False,113.5579597,22.21462295,Reptilia,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,Mauremys sinensis,,,
274451797,2025-04-27T00:00:00,2025-04-27T14:34:37,False,113.5558048,22.17062837,Actinopterygii,Animalia,Chordata,Actinopterygii,Acanthuriformes,Scatophagidae,Scatophagus,Scatophagus argus,,,
274451828,2025-04-27T00:00:00,2025-04-27T14:34:46,False,113.5373614,22.16843441,Actinopterygii,Animalia,Chordata,Actinopterygii,Acanthuriformes,Scatophagidae,Scatophagus,Scatophagus argus,,,
274452315,2025-04-27T00:00:00,2025-04-27T14:35:49,False,113.5371769,22.16920816,Actinopterygii,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,Rhodeus ocellatus,,,
274464381,2025-04-25T00:00:00,2025-04-25T11:19:00,False,113.5756367,22.11806117,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,,,
274466258,2025-04-27T00:00:00,2025-04-27T15:13:06,True,113.57673,22.18266227,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Synsepalum,Synsepalum dulcificum,,,
274467473,2025-04-27T00:00:00,2025-04-27T15:15:00,True,113.5891507,22.11630442,Plantae,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium officinale,,,
274471689,2025-04-27T00:00:00,2025-04-27T13:04:48,False,113.6128277,22.16243389,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Crossandra,Crossandra infundibuliformis,,,
274483202,2025-04-27T00:00:00,2025-04-27T15:58:43,False,113.54792,22.16848,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,,
274483422,2025-04-27T00:00:00,2025-04-27T15:31:18,False,113.569688,22.18767597,Plantae,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Loropetalum,Loropetalum chinense,,,
274483542,2025-04-27T00:00:00,2025-04-27T15:31:32,False,113.569688,22.18767597,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Chrysophyllum,Chrysophyllum cainito,,,
274496568,2025-04-27T00:00:00,2025-04-27T16:31:54,False,113.548156,22.16720861,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea alba,,,
274497911,2025-04-27T00:00:00,2025-04-27T16:31:54,False,113.5482167,22.167245,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,,
274522467,2025-04-27T00:00:00,2025-04-27T16:34:57,False,113.547975,22.16822833,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,,
274522716,2025-04-27T00:00:00,2025-04-27T16:32:07,False,113.5481717,22.16720333,Insecta,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,,,
274608298,2025-04-27T00:00:00,2025-04-27T14:50:17,True,113.5543873,22.2164451,Reptilia,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,Centrochelys sulcata,,,
274622503,2025-04-26T00:00:00,,False,113.5946622,22.17160446,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia azalea,,,
274645171,2025-04-27T00:00:00,2025-04-27T20:28:34,False,113.5843981,22.21031793,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria sinensis,,,
274870510,2025-04-28T00:00:00,2025-04-28T01:51:45,False,113.575895,22.21845403,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia azalea,,,
275377722,2025-04-28T00:00:00,2025-04-28T12:54:16,False,113.5940743,22.21376328,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia azalea,,,
275378337,2025-04-28T00:00:00,2025-04-28T13:25:20,True,113.5759954,22.21450666,Reptilia,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,Mauremys sinensis,,,
275541983,2025-04-26T00:00:00,2025-04-26T16:30:30,True,113.5755742,22.12375029,Plantae,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia variegata,,,
275581477,2025-04-28T00:00:00,2025-04-28T20:30:10,True,113.5733015,22.2154918,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria sinensis,,,
275617494,2025-04-26T00:00:00,,True,113.5942344,22.10846899,Mammalia,Animalia,Chordata,Mammalia,Primates,Lemuridae,Lemur,Lemur catta,,,
275713613,2025-04-28T00:00:00,2025-04-28T17:01:45,False,113.5634083,22.16710833,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,,
275726388,2025-04-28T00:00:00,2025-04-28T22:59:58,True,113.5706722,22.09846671,Reptilia,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,Centrochelys sulcata,,,
275739606,2025-04-28T00:00:00,2025-04-28T23:12:12,True,113.5953087,22.1251342,Aves,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara macao,,,
275888631,2025-04-27T00:00:00,2025-04-27T14:01:00,False,113.5985081,22.10876147,Insecta,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,Ischnura senegalensis,,,
275896209,2025-04-27T00:00:00,2025-04-27T20:40:00,False,113.561761,22.1066417,Actinopterygii,Animalia,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Oreonectes,Oreonectes platycephalus,,,
275914326,2025-04-28T00:00:00,2025-04-28T00:35:00,False,113.5546574,22.10230417,Insecta,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius,Chlaenius costiger,,,
275914381,2025-04-28T00:00:00,2025-04-28T00:58:00,False,113.5629513,22.17305499,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Nothomiza,Nothomiza flavicosta,,,
275942108,2025-04-28T00:00:00,2025-04-28T14:43:00,False,113.5413793,22.16872726,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hasora,Hasora chromus,,,
275955780,2025-04-28T00:00:00,2025-04-28T22:46:00,False,113.5988103,22.19146301,Insecta,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,Periplaneta americana,,,
275955812,2025-04-28T00:00:00,2025-04-28T22:52:00,False,113.5685088,22.18158344,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Plusiodonta,Plusiodonta coelonota,,,
275960533,2025-04-28T00:00:00,2025-04-28T23:16:00,False,113.5945176,22.18528209,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eugnathia,Eugnathia lunifera,,,
276475323,2025-04-26T00:00:00,2025-04-26T16:11:00,False,113.5989958,22.16421422,Aves,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Platalea minor,,,
276498312,2025-04-26T00:00:00,2025-04-26T21:27:00,False,113.5933901,22.19610652,Insecta,Animalia,Arthropoda,Insecta,Blattodea,Termitidae,Odontotermes,Odontotermes formosanus,,,
276498378,2025-04-26T00:00:00,2025-04-26T22:22:00,False,113.5951257,22.17980234,Animalia,Animalia,Arthropoda,Malacostraca,Isopoda,Trachelipodidae,Nagurus,Nagurus cristatus,,,
276498462,2025-04-26T00:00:00,2025-04-26T23:40:00,False,113.5662845,22.10007619,Amphibia,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates megacephalus,,,
276552861,2025-04-27T00:00:00,2025-04-27T22:18:00,False,113.5959921,22.19815833,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Chrysodeixis,Chrysodeixis eriosoma,,,
276552870,2025-04-27T00:00:00,2025-04-27T22:18:00,False,113.5881743,22.11700742,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hipoepa,Hipoepa biasalis,,,
276554441,2025-04-27T00:00:00,2025-04-27T22:39:00,False,113.5630981,22.10730242,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Dichromia,Dichromia sagitta,,,
276604681,2025-04-27T00:00:00,2025-04-27T22:47:00,False,113.595208,22.15969936,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania loreyi,,,
276912032,2025-04-28T00:00:00,2025-04-28T20:41:00,False,113.5954339,22.08508231,Plantae,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix loureiroi,,,
277029567,2025-04-28T00:00:00,2025-04-28T22:00:00,False,113.5901489,22.14008339,Insecta,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Ectomocoris,Ectomocoris atrox,,,
277029609,2025-04-28T00:00:00,2025-04-28T22:09:00,False,113.5882845,22.18352599,Insecta,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Orionella,Orionella lewisii,,,
277337099,2025-04-25T00:00:00,2025-04-25T23:40:00,False,113.57102,22.10122293,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Perixera,Perixera griseata,Perixera griseata belgaumensis,,
277337104,2025-04-25T00:00:00,2025-04-25T23:41:00,False,113.5542629,22.10303278,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Dichromia,Dichromia sagitta,,,
277337118,2025-04-25T00:00:00,2025-04-25T23:43:00,False,113.591918,22.16575813,Insecta,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis gracilipes,,,
277337123,2025-04-25T00:00:00,2025-04-25T23:45:00,False,113.5884733,22.13929049,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Orgyia,Orgyia postica,,,
277337191,2025-04-26T00:00:00,2025-04-26T00:25:00,False,113.5766651,22.17903859,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Plutodes,Plutodes costatus,,,
277556555,2025-04-26T00:00:00,2025-04-26T22:32:24,False,113.5784564,22.19166761,Plantae,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Phanera,Phanera championii,,,
277756719,2025-04-26T00:00:00,2025-04-26T15:54:00,False,113.5734298,22.18407048,Aves,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Platalea minor,,,
