id,observed_on,time_observed_at,captive_cultivated,longitude,latitude,iconic_taxon_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,问题说明
273672691,2025-04-26T00:00:00,2025-04-26T16:02:18,False,113.5692283,22.11192783,Plantae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus religiosa,,"坐标(113.5692283, 22.11192783)不在澳门陆地区域内，疑似位于海上"
273690309,2025-04-26T00:00:00,2025-04-26T17:16:49,False,113.5514834,22.11602418,Aves,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus jocosus,,"坐标(113.5514834, 22.11602418)不在澳门陆地区域内，疑似位于海上"
273690442,2025-04-26T00:00:00,2025-04-26T17:18:18,False,113.5516283,22.15227217,Aves,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus,,"坐标(113.5516283, 22.15227217)不在澳门陆地区域内，疑似位于海上"
273690941,2025-04-26T00:00:00,2025-04-26T16:30:28,False,113.5515486,22.11703844,Plantae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,Pilea cadierei,,"坐标(113.5515486, 22.11703844)不在澳门陆地区域内，疑似位于海上"
273691480,2025-04-26T00:00:00,2025-04-26T17:21:29,True,113.5706523,22.18102674,Aves,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,Psittacus erithacus,,"坐标(113.5706523, 22.18102674)不在澳门陆地区域内，疑似位于海上"
273695405,2025-04-26T00:00:00,2025-04-26T11:33:00,False,113.5609646,22.18327129,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia hirta,,"坐标(113.5609646, 22.18327129)不在澳门陆地区域内，疑似位于海上"
273695597,2025-04-26T00:00:00,2025-04-26T11:33:00,False,113.5611298,22.18327156,Plantae,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis debilis,,"坐标(113.5611298, 22.18327156)不在澳门陆地区域内，疑似位于海上"
273703025,2025-04-26T00:00:00,2025-04-26T17:51:19,False,113.5297248,22.18392461,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,Paspalum vaginatum,,"坐标(113.5297248, 22.18392461)不在澳门陆地区域内，疑似位于海上"
273703361,2025-04-26T00:00:00,2025-04-26T17:51:41,False,113.5297344,22.18395529,Insecta,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,Paratrechina longicornis,,"坐标(113.5297344, 22.18395529)不在澳门陆地区域内，疑似位于海上"
273703422,2025-04-26T00:00:00,2025-04-26T17:51:38,False,113.52967,22.18404167,Insecta,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,Paratrechina longicornis,,"坐标(113.52967, 22.18404167)不在澳门陆地区域内，疑似位于海上"
273703920,2025-04-26T00:00:00,2025-04-26T17:52:40,False,113.5295986,22.18418088,Plantae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Emilia,Emilia sonchifolia,,"坐标(113.5295986, 22.18418088)不在澳门陆地区域内，疑似位于海上"
273705030,2025-04-26T00:00:00,2025-04-26T17:54:56,False,113.5291857,22.18421778,Aves,Animalia,Chordata,Aves,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis,,"坐标(113.5291857, 22.18421778)不在澳门陆地区域内，疑似位于海上"
273705458,2025-04-26T00:00:00,2025-04-26T17:51:20,False,113.529625,22.18402833,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dichanthium,Dichanthium aristatum,,"坐标(113.529625, 22.18402833)不在澳门陆地区域内，疑似位于海上"
273705721,2025-04-26T00:00:00,2025-04-26T17:57:42,False,113.5500719,22.11898015,Animalia,Animalia,Arthropoda,Hexanauplia,Balanomorpha,Balanidae,Amphibalanus,Amphibalanus amphitrite,,"坐标(113.5500719, 22.11898015)不在澳门陆地区域内，疑似位于海上"
273706146,2025-04-26T00:00:00,2025-04-26T17:57:19,False,113.52925,22.18426333,Plantae,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Coriandrum,Coriandrum sativum,,"坐标(113.52925, 22.18426333)不在澳门陆地区域内，疑似位于海上"
273707180,2025-04-26T00:00:00,2025-04-26T18:00:13,False,113.5291667,22.18422833,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea coromanda,,"坐标(113.5291667, 22.18422833)不在澳门陆地区域内，疑似位于海上"
273707525,2025-04-26T00:00:00,2025-04-26T18:02:46,False,113.529233,22.18425381,Plantae,Plantae,Tracheophyta,Liliopsida,Acorales,Acoraceae,Acorus,Acorus gramineus,,"坐标(113.529233, 22.18425381)不在澳门陆地区域内，疑似位于海上"
273707709,2025-04-26T00:00:00,2025-04-26T18:03:31,False,113.5291862,22.18428478,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,Eragrostis tenella,,"坐标(113.5291862, 22.18428478)不在澳门陆地区域内，疑似位于海上"
273708036,2025-04-26T00:00:00,2025-04-26T17:54:52,False,113.52938,22.184395,Aves,Animalia,Chordata,Aves,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis,,"坐标(113.52938, 22.184395)不在澳门陆地区域内，疑似位于海上"
273708493,2025-04-26T00:00:00,2025-04-26T18:03:57,False,113.5292665,22.18423109,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phyllostachys,Phyllostachys nigra,,"坐标(113.5292665, 22.18423109)不在澳门陆地区域内，疑似位于海上"
273708565,2025-04-26T00:00:00,2025-04-26T18:04:55,False,113.5293337,22.184204,Plantae,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Nasturtium officinale,,"坐标(113.5293337, 22.184204)不在澳门陆地区域内，疑似位于海上"
273708607,2025-04-26T00:00:00,2025-04-26T18:05:27,False,113.5293176,22.18426367,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia hirta,,"坐标(113.5293176, 22.18426367)不在澳门陆地区域内，疑似位于海上"
273708656,2025-04-26T00:00:00,2025-04-26T18:06:03,False,113.5293462,22.18414717,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia hirta,,"坐标(113.5293462, 22.18414717)不在澳门陆地区域内，疑似位于海上"
273708842,2025-04-26T00:00:00,2025-04-26T18:06:38,False,113.5294,22.1840829,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bambusa,Bambusa vulgaris,,"坐标(113.5294, 22.1840829)不在澳门陆地区域内，疑似位于海上"
273708917,2025-04-26T00:00:00,2025-04-26T18:04:56,False,113.5292133,22.184255,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phyllostachys,Phyllostachys nigra,,"坐标(113.5292133, 22.184255)不在澳门陆地区域内，疑似位于海上"
273709348,2025-04-26T00:00:00,2025-04-26T18:08:09,False,113.5293699,22.18404213,Plantae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,Pilea nummulariifolia,,"坐标(113.5293699, 22.18404213)不在澳门陆地区域内，疑似位于海上"
273709645,2025-04-26T00:00:00,2025-04-26T18:07:41,False,113.5963907,22.13996519,Reptilia,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,Mauremys sinensis,,"坐标(113.5963907, 22.13996519)不在澳门陆地区域内，疑似位于海上"
273710340,2025-04-26T00:00:00,2025-04-26T18:10:33,False,113.5294349,22.18392063,Plantae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron sumatrensis,,"坐标(113.5294349, 22.18392063)不在澳门陆地区域内，疑似位于海上"
273710610,2025-04-26T00:00:00,2025-04-26T18:11:32,False,113.529487,22.18384261,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus rosa-sinensis,,"坐标(113.529487, 22.18384261)不在澳门陆地区域内，疑似位于海上"
273710646,2025-04-26T00:00:00,2025-04-26T18:11:32,True,113.5294381,22.18383522,Plantae,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus densiflorus,,"坐标(113.5294381, 22.18383522)不在澳门陆地区域内，疑似位于海上"
273710750,2025-04-26T00:00:00,2025-04-26T18:12:08,True,113.5294724,22.18383137,Plantae,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus densiflorus,,"坐标(113.5294724, 22.18383137)不在澳门陆地区域内，疑似位于海上"
273710978,2025-04-26T00:00:00,2025-04-26T18:12:26,True,113.5294542,22.18379945,Plantae,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Bougainvillea,Bougainvillea glabra,,"坐标(113.5294542, 22.18379945)不在澳门陆地区域内，疑似位于海上"
273710981,2025-04-26T00:00:00,2025-04-26T18:12:26,True,113.5294444,22.18381308,Plantae,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Bougainvillea,Bougainvillea glabra,,"坐标(113.5294444, 22.18381308)不在澳门陆地区域内，疑似位于海上"
273711382,2025-04-26T00:00:00,2025-04-26T18:13:32,False,113.5294747,22.18372136,Plantae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Catharanthus,Catharanthus roseus,,"坐标(113.5294747, 22.18372136)不在澳门陆地区域内，疑似位于海上"
273711383,2025-04-26T00:00:00,2025-04-26T18:13:29,False,113.5294641,22.18370932,Plantae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Catharanthus,Catharanthus roseus,,"坐标(113.5294641, 22.18370932)不在澳门陆地区域内，疑似位于海上"
273711641,2025-04-26T00:00:00,2025-04-26T18:10:48,False,113.5294333,22.18393,Insecta,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,,"坐标(113.5294333, 22.18393)不在澳门陆地区域内，疑似位于海上"
273711825,2025-04-26T00:00:00,2025-04-26T18:10:48,False,113.5294417,22.18390333,Insecta,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,,"坐标(113.5294417, 22.18390333)不在澳门陆地区域内，疑似位于海上"
273711880,2025-04-26T00:00:00,2025-04-26T18:14:53,False,113.5294333,22.18357034,Plantae,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,Hydrangea macrophylla,,"坐标(113.5294333, 22.18357034)不在澳门陆地区域内，疑似位于海上"
273712164,2025-04-26T00:00:00,2025-04-26T18:15:43,False,113.5293535,22.18353576,Plantae,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Dypsis,Dypsis lutescens,,"坐标(113.5293535, 22.18353576)不在澳门陆地区域内，疑似位于海上"
273712424,2025-04-26T00:00:00,2025-04-26T18:16:13,False,113.5293501,22.18367476,Plantae,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Aglaia,Aglaia odorata,,"坐标(113.5293501, 22.18367476)不在澳门陆地区域内，疑似位于海上"
273715512,2025-04-26T00:00:00,2025-04-26T18:23:35,False,113.5297,22.18437167,Aves,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer montanus,,"坐标(113.5297, 22.18437167)不在澳门陆地区域内，疑似位于海上"
273715540,2025-04-26T00:00:00,2025-04-26T18:23:36,False,113.529695,22.18433333,Aves,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer montanus,,"坐标(113.529695, 22.18433333)不在澳门陆地区域内，疑似位于海上"
273718175,2025-04-26T00:00:00,2025-04-26T18:31:08,False,113.5302133,22.18358038,Plantae,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca citrina,,"坐标(113.5302133, 22.18358038)不在澳门陆地区域内，疑似位于海上"
273719933,2025-04-26T00:00:00,2025-04-26T18:35:45,False,113.5294583,22.18454481,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Crossandra,Crossandra infundibuliformis,,"坐标(113.5294583, 22.18454481)不在澳门陆地区域内，疑似位于海上"
273720142,2025-04-26T00:00:00,2025-04-26T18:36:30,False,113.5294751,22.18456586,Plantae,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,Ilex rotunda,,"坐标(113.5294751, 22.18456586)不在澳门陆地区域内，疑似位于海上"
273720261,2025-04-26T00:00:00,2025-04-26T18:36:26,False,113.5294954,22.1846909,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Crossandra,Crossandra infundibuliformis,,"坐标(113.5294954, 22.1846909)不在澳门陆地区域内，疑似位于海上"
273720822,2025-04-26T00:00:00,2025-04-26T18:37:12,False,113.5295278,22.18494262,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron indicum,,"坐标(113.5295278, 22.18494262)不在澳门陆地区域内，疑似位于海上"
273721191,2025-04-26T00:00:00,2025-04-26T18:38:50,False,113.5295336,22.18518715,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,Ruellia simplex,,"坐标(113.5295336, 22.18518715)不在澳门陆地区域内，疑似位于海上"
273721194,2025-04-26T00:00:00,2025-04-26T18:38:53,False,113.5295123,22.18512631,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,Ruellia simplex,,"坐标(113.5295123, 22.18512631)不在澳门陆地区域内，疑似位于海上"
273723471,2025-04-26T00:00:00,2025-04-26T18:44:42,False,113.5291146,22.18408382,Plantae,Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,Canna indica,,"坐标(113.5291146, 22.18408382)不在澳门陆地区域内，疑似位于海上"
273723696,2025-04-26T00:00:00,2025-04-26T18:45:03,False,113.5290996,22.1840666,Plantae,Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,Canna glauca,,"坐标(113.5290996, 22.1840666)不在澳门陆地区域内，疑似位于海上"
273723723,2025-04-26T00:00:00,2025-04-26T18:44:46,False,113.5291123,22.18407925,Plantae,Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,Canna glauca,,"坐标(113.5291123, 22.18407925)不在澳门陆地区域内，疑似位于海上"
273724775,2025-04-26T00:00:00,2025-04-26T18:47:17,False,113.5297383,22.18573,Plantae,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Coccinia,Coccinia grandis,,"坐标(113.5297383, 22.18573)不在澳门陆地区域内，疑似位于海上"
273726376,2025-04-26T00:00:00,2025-04-26T18:51:07,False,113.5305117,22.18291333,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Petrea,Petrea volubilis,,"坐标(113.5305117, 22.18291333)不在澳门陆地区域内，疑似位于海上"
273726439,2025-04-26T00:00:00,2025-04-26T18:51:11,False,113.5304921,22.18285184,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Petrea,Petrea volubilis,,"坐标(113.5304921, 22.18285184)不在澳门陆地区域内，疑似位于海上"
273727166,2025-04-26T00:00:00,2025-04-26T18:53:37,False,113.5305112,22.18240059,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens hawkeri,,"坐标(113.5305112, 22.18240059)不在澳门陆地区域内，疑似位于海上"
273727459,2025-04-26T00:00:00,2025-04-26T18:54:15,False,113.556675,22.111407,Insecta,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,Monomorium floricola,,"坐标(113.556675, 22.111407)不在澳门陆地区域内，疑似位于海上"
273727475,2025-04-26T00:00:00,2025-04-26T18:54:12,False,113.5305467,22.18232273,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Angelonia,Angelonia salicariifolia,,"坐标(113.5305467, 22.18232273)不在澳门陆地区域内，疑似位于海上"
273727490,2025-04-26T00:00:00,2025-04-26T18:54:11,False,113.5306318,22.18235338,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Angelonia,Angelonia salicariifolia,,"坐标(113.5306318, 22.18235338)不在澳门陆地区域内，疑似位于海上"
273727621,2025-04-26T00:00:00,2025-04-26T18:54:49,False,113.5305412,22.18224362,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tecomaria,Tecomaria capensis,,"坐标(113.5305412, 22.18224362)不在澳门陆地区域内，疑似位于海上"
273728127,2025-04-26T00:00:00,2025-04-26T18:56:01,True,113.5304272,22.18202096,Plantae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,,"坐标(113.5304272, 22.18202096)不在澳门陆地区域内，疑似位于海上"
273728320,2025-04-26T00:00:00,2025-04-26T18:56:25,False,113.5520319,22.13552539,Aves,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus,,"坐标(113.5520319, 22.13552539)不在澳门陆地区域内，疑似位于海上"
273728330,2025-04-26T00:00:00,2025-04-26T18:56:38,False,113.5303816,22.18205457,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Duranta,Duranta erecta,,"坐标(113.5303816, 22.18205457)不在澳门陆地区域内，疑似位于海上"
273728676,2025-04-26T00:00:00,2025-04-26T18:57:06,False,113.5303965,22.18205696,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus setaceus,,"坐标(113.5303965, 22.18205696)不在澳门陆地区域内，疑似位于海上"
273728914,2025-04-26T00:00:00,2025-04-26T18:57:53,False,113.5303119,22.1819947,Plantae,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hosta,Hosta plantaginea,,"坐标(113.5303119, 22.1819947)不在澳门陆地区域内，疑似位于海上"
273729067,2025-04-26T00:00:00,2025-04-26T18:58:18,False,113.55149,22.11214,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Schima,Schima superba,,"坐标(113.55149, 22.11214)不在澳门陆地区域内，疑似位于海上"
273729092,2025-04-26T00:00:00,2025-04-26T18:58:32,False,113.5304246,22.18200196,Plantae,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hosta,Hosta plantaginea,,"坐标(113.5304246, 22.18200196)不在澳门陆地区域内，疑似位于海上"
273729382,2025-04-26T00:00:00,2025-04-26T18:59:11,True,113.5305913,22.18207032,Plantae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,,"坐标(113.5305913, 22.18207032)不在澳门陆地区域内，疑似位于海上"
273729847,2025-04-26T00:00:00,2025-04-26T19:00:09,False,113.5552722,22.11214913,Plantae,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,Smilax glabra,,"坐标(113.5552722, 22.11214913)不在澳门陆地区域内，疑似位于海上"
273730324,2025-04-26T00:00:00,2025-04-26T19:00:58,False,113.5903547,22.1393922,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros vaccinioides,,"坐标(113.5903547, 22.1393922)不在澳门陆地区域内，疑似位于海上"
273731528,2025-04-26T00:00:00,2025-04-26T19:03:49,False,113.554536,22.11217647,Plantae,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,Rhus chinensis,,"坐标(113.554536, 22.11217647)不在澳门陆地区域内，疑似位于海上"
273732104,2025-04-26T00:00:00,2025-04-26T19:05:15,False,113.5549567,22.11241689,Plantae,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,Smilax glabra,,"坐标(113.5549567, 22.11241689)不在澳门陆地区域内，疑似位于海上"
273734515,2025-04-26T00:00:00,2025-04-26T18:07:06,False,113.5422533,22.15696117,Plantae,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine occulta,,"坐标(113.5422533, 22.15696117)不在澳门陆地区域内，疑似位于海上"
273734615,2025-04-26T00:00:00,2025-04-26T19:11:09,False,113.5515024,22.11821378,Plantae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Allamanda,Allamanda cathartica,,"坐标(113.5515024, 22.11821378)不在澳门陆地区域内，疑似位于海上"
273738303,2025-04-26T00:00:00,2025-04-26T16:24:56,False,113.5532417,22.10487059,Plantae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros vaccinioides,,"坐标(113.5532417, 22.10487059)不在澳门陆地区域内，疑似位于海上"
273739208,2025-04-26T00:00:00,2025-04-26T18:43:52,False,113.5303883,22.18652,Plantae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron canadensis,,"坐标(113.5303883, 22.18652)不在澳门陆地区域内，疑似位于海上"
273743323,2025-04-26T00:00:00,2025-04-26T14:59:36,False,113.5520383,22.13708333,Plantae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,,"坐标(113.5520383, 22.13708333)不在澳门陆地区域内，疑似位于海上"
273743755,2025-04-26T00:00:00,2025-04-26T14:59:36,False,113.5520383,22.13708333,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus rosa-sinensis,,"坐标(113.5520383, 22.13708333)不在澳门陆地区域内，疑似位于海上"
273744197,2025-04-26T00:00:00,2025-04-26T15:08:48,False,113.5520633,22.13971383,Insecta,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,,"坐标(113.5520633, 22.13971383)不在澳门陆地区域内，疑似位于海上"
273745173,2025-04-26T00:00:00,2025-04-26T15:14:13,False,113.5520467,22.13663883,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,"坐标(113.5520467, 22.13663883)不在澳门陆地区域内，疑似位于海上"
273750791,2025-04-26T00:00:00,2025-04-26T14:40:13,False,113.5510125,22.11789806,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,"坐标(113.5510125, 22.11789806)不在澳门陆地区域内，疑似位于海上"
273816234,2025-04-26T00:00:00,2025-04-26T20:46:54,False,113.537405,22.18293667,Plantae,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Crateva,Crateva unilocularis,,"坐标(113.537405, 22.18293667)不在澳门陆地区域内，疑似位于海上"
273816586,2025-04-26T00:00:00,2025-04-26T20:49:51,False,113.53678,22.18412833,Plantae,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microsorum,Microsorum scolopendria,,"坐标(113.53678, 22.18412833)不在澳门陆地区域内，疑似位于海上"
273823573,2025-04-26T00:00:00,2025-04-26T20:45:36,False,113.53743,22.18213333,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phragmites,Phragmites australis,,"坐标(113.53743, 22.18213333)不在澳门陆地区域内，疑似位于海上"
273824064,2025-04-26T00:00:00,2025-04-26T20:40:43,False,113.538025,22.18281167,Plantae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens alba,,"坐标(113.538025, 22.18281167)不在澳门陆地区域内，疑似位于海上"
273852203,2025-04-26T00:00:00,2025-04-26T20:34:39,False,113.5399033,22.18375333,Plantae,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Epipremnum,Epipremnum aureum,,"坐标(113.5399033, 22.18375333)不在澳门陆地区域内，疑似位于海上"
273852511,2025-04-26T00:00:00,2025-04-26T10:20:00,False,113.547932,22.16284108,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Trabala,Trabala pallida,,"坐标(113.547932, 22.16284108)不在澳门陆地区域内，疑似位于海上"
273858239,2025-04-26T00:00:00,2025-04-26T10:20:00,False,113.5473483,22.16267881,Plantae,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Parthenocissus,Parthenocissus dalzielii,,"坐标(113.5473483, 22.16267881)不在澳门陆地区域内，疑似位于海上"
273859261,2025-04-26T00:00:00,2025-04-26T10:27:00,False,113.5473264,22.16158752,Plantae,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia mangium,,"坐标(113.5473264, 22.16158752)不在澳门陆地区域内，疑似位于海上"
273888429,2025-04-26T00:00:00,2025-04-26T09:23:00,False,113.5477313,22.16200975,Fungi,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma resinaceum,,"坐标(113.5477313, 22.16200975)不在澳门陆地区域内，疑似位于海上"
273891242,2025-04-26T00:00:00,2025-04-26T10:27:00,False,113.5460441,22.16175927,Plantae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis sinensis,,"坐标(113.5460441, 22.16175927)不在澳门陆地区域内，疑似位于海上"
273915966,2025-04-26T00:00:00,2025-04-26T10:20:00,False,113.547186,22.16189565,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sterculia,Sterculia monosperma,,"坐标(113.547186, 22.16189565)不在澳门陆地区域内，疑似位于海上"
273917194,2025-04-26T00:00:00,2025-04-26T08:07:00,False,113.5473623,22.1608206,Plantae,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis latifolia,,"坐标(113.5473623, 22.1608206)不在澳门陆地区域内，疑似位于海上"
273923530,2025-04-26T00:00:00,2025-04-26T00:20:00,False,113.5478419,22.16207772,Plantae,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,Pteris ensiformis,,"坐标(113.5478419, 22.16207772)不在澳门陆地区域内，疑似位于海上"
273940838,2025-04-26T00:00:00,2025-04-26T11:04:11,False,113.5388333,22.18160333,Aves,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus,,"坐标(113.5388333, 22.18160333)不在澳门陆地区域内，疑似位于海上"
273941102,2025-04-26T00:00:00,2025-04-26T11:04:53,False,113.5386717,22.181495,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia hirta,,"坐标(113.5386717, 22.181495)不在澳门陆地区域内，疑似位于海上"
273941890,2025-04-26T00:00:00,2025-04-26T11:06:53,False,113.5385883,22.180695,Plantae,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis corniculata,,"坐标(113.5385883, 22.180695)不在澳门陆地区域内，疑似位于海上"
273942176,2025-04-26T00:00:00,2025-04-26T11:07:41,False,113.5384833,22.18047167,Insecta,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,,"坐标(113.5384833, 22.18047167)不在澳门陆地区域内，疑似位于海上"
273948574,2025-04-25T00:00:00,2025-04-25T16:41:00,True,113.5567704,22.18616404,Plantae,Plantae,Tracheophyta,Magnoliopsida,Proteales,Nelumbonaceae,Nelumbo,Nelumbo nucifera,,"坐标(113.5567704, 22.18616404)不在澳门陆地区域内，疑似位于海上"
273980915,2025-04-26T00:00:00,2025-04-26T18:03:16,False,113.5508827,22.10814297,Plantae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus hypargyreus,,"坐标(113.5508827, 22.10814297)不在澳门陆地区域内，疑似位于海上"
